总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
238.0,24012,青山 青山 二至三环,大华铂金瑞府,3室2厅1厨2卫,低楼层 (共41层),99.12㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯四户,有,暂无数据,2023-09-14,商品房,2022-06-17,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202309194sW2k
220.0,20468,青山 青山 ,融创临江府,3室2厅1厨2卫,中楼层 (共30层),107.49㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-09-16,商品房,2023-09-15,普通住宅,未满两年,非共有,"
                                有抵押 138万元
                              ",已上传房本照片,20230923wGUsx
220.0,22922,青山 青山 ,融创临江府,3室2厅1厨1卫,高楼层 (共33层),95.98㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-08-27,商品房,2023-09-22,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,2023101117sb7
222.0,22296,青山 青山 二至三环,御江壹品青山印,3室2厅1厨1卫,中楼层 (共45层),99.57㎡,平层,74.67㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-28,商品房,2022-08-16,普通住宅,未满两年,非共有,"
                                有抵押 50万元 公积金 业主自还
                              ",已上传房本照片,202306195YHRn
320.0,25191,青山 青山 ,大华锦绣前城,4室2厅1厨2卫,高楼层 (共18层),127.03㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-07-05,商品房,2023-06-29,普通住宅,未满两年,非共有,"
                                有抵押 160万元 工商
                              ",已上传房本照片,20230705VaRN3
240.0,18736,青山 青山 二至三环,招商一江璟城,3室2厅1厨2卫,中楼层 (共46层),128.1㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-23,商品房,2022-02-17,普通住宅,未满两年,非共有,"
                                有抵押 46万元 业主自还
                              ",已上传房本照片,20231023G8n99
270.0,21297,青山 青山 ,大华锦绣前城,3室2厅1厨2卫,中楼层 (共45层),126.78㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-11,商品房,2023-10-16,普通住宅,未满两年,共有,"
                                有抵押 180万元 180 金融公司垫资
                              ",已上传房本照片,20231025DHMmI
275.0,21692,青山 青山 ,大华锦绣前城,3室2厅1厨2卫,高楼层 (共45层),126.78㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-05-04,商品房,2023-05-04,普通住宅,未满两年,共有,"
                                有抵押 90万元
                              ",已上传房本照片,20230505EK8Zl
189.0,11506,青山 青山 ,怡江苑,4室2厅1厨2卫,中楼层 (共33层),164.27㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,有,暂无数据,2023-10-03,拆迁还建房,2022-01-17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220627eayr3
210.0,21187,青山 青山 二至三环,大华铂金瑞府,3室2厅1厨1卫,中楼层 (共41层),99.12㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯四户,有,暂无数据,2023-10-12,商品房,2023-10-12,普通住宅,未满两年,非共有,"
                                有抵押 135万元 客户偿还
                              ",已上传房本照片,20231025NCvOK
192.0,17503,青山 青山 ,融创临江府,3室2厅1厨2卫,低楼层 (共38层),109.7㎡,平层,86.6㎡,板楼,南,框架结构,毛坯,两梯四户,有,暂无数据,2023-10-12,商品房,2023-10-05,普通住宅,未满两年,非共有,"
                                有抵押 132万元 客户偿还
                              ",已上传房本照片,20231022OByC8
220.0,18411,青山 青山 二至三环,大华锦绣时代,3室2厅1厨2卫,高楼层 (共55层),119.5㎡,平层,86.54㎡,板楼,南 北,钢混结构,毛坯,四梯四户,有,暂无数据,2023-05-24,商品房,2023-05-30,普通住宅,未满两年,非共有,"
                                有抵押 150万元 邮政银行 客户偿还
                              ",已上传房本照片,20230603ok6rV
423.0,27112,青山 青山 一至二环,武汉江山,3室2厅1厨1卫,中楼层 (共36层),156.02㎡,平层,118.34㎡,板楼,东 西北,钢混结构,毛坯,三梯三户,有,暂无数据,2023-03-26,商品房,2023-03-26,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230327oh2u1
282.0,20205,青山 青山 ,华侨城红坊,4室2厅1厨2卫,高楼层 (共52层),139.57㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,四梯四户,有,暂无数据,2023-04-21,商品房,2023-04-20,普通住宅,未满两年,共有,"
                                有抵押 75万元 农商银行 客户偿还
                              ",已上传房本照片,20230421PeM0B
258.0,21638,青山 青山 ,融创临江府,3室2厅1厨2卫,中楼层 (共33层),119.24㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯四户,有,暂无数据,2023-10-27,商品房,2023-11-20,普通住宅,未满两年,共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片,20231120utQkT
284.0,24380,青山 青山 二至三环,大华锦绣时代,3室1厅1厨1卫,低楼层 (共46层),116.49㎡,平层,暂无数据,暂无数据,东南,钢混结构,毛坯,六梯六户,有,暂无数据,2023-05-02,商品房,2023-07-14,普通住宅,未满两年,非共有,"
                                有抵押 110万元 邮储 客户偿还
                              ",已上传房本照片,20230717HB7FG
225.0,21021,青山 青山 ,融创临江府,3室2厅1厨2卫,低楼层 (共33层),107.04㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,暂无数据,2023-09-10,商品房,2023-11-05,普通住宅,未满两年,非共有,"
                                有抵押 62万元 业主自还
                              ",已上传房本照片,202311050FYxb
330.0,11545,青山 青山 ,江城广场,5室2厅1厨2卫,高楼层 (共27层),285.86㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯七户,有,暂无数据,2023-11-01,商品房,2023-10-30,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,20231110WKTKq
325.0,25391,青山 青山 二至三环,中冶39大街,4室2厅1厨2卫,高楼层 (共30层),128㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,四梯四户,有,暂无数据,2023-11-03,商品房,2023-04-02,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202311034ayoK
245.0,18892,青山 青山 二至三环,招商一江璟城,3室2厅1厨2卫,高楼层 (共41层),129.69㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-10-31,商品房,2023-02-01,普通住宅,未满两年,共有,"
                                有抵押 175万元
                              ",已上传房本照片,202311017kp7K
280.0,23483,青山 青山 ,融创临江府,3室2厅1厨2卫,低楼层 (共33层),119.24㎡,平层,暂无数据,板楼,南,框架结构,其他,暂无数据,暂无数据,暂无数据,2023-11-01,商品房,2023-10-27,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231103BZaGF
310.0,27517,青山 青山 二至三环,大华铂金瑞府,3室2厅1厨2卫,低楼层 (共45层),112.66㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯六户,有,暂无数据,2023-11-05,商品房,2022-02-16,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202311055F0Gi
207.5,21377,青山 青山 二至三环,招商一江璟城,3室2厅1厨1卫,低楼层 (共46层),97.07㎡,平层,71.37㎡,板楼,南,钢混结构,精装,六梯八户,有,暂无数据,2023-11-27,商品房,2020-11-02,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231127gf63E
255.0,21140,青山 青山 ,融创临江府,3室2厅1厨2卫,高楼层 (共33层),120.63㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-11-05,商品房,2023-09-23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231108p1LyX
256.0,18863,青山 青山 二至三环,招商一江璟城,3室2厅1厨2卫,低楼层 (共46层),135.72㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,四梯五户,有,暂无数据,2023-05-11,商品房,2020-01-02,普通住宅,满两年,共有,"
                                有抵押 100万元 客户偿还
                              ",已上传房本照片,202004248IY5u
266.0,18107,青山 青山 ,青扬六和,3室2厅1厨2卫,低楼层 (共32层),146.91㎡,平层,109.49㎡,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2020-06-29,商品房,2020-07-28,普通住宅,满两年,共有,"
                                有抵押 10万元 银行 业主自还
                              ",已上传房本照片,202007318JbwQ
245.0,16936,青山 青山 ,锦绣龙潭,4室2厅1厨2卫,中楼层 (共30层),144.67㎡,平层,111.98㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2022-09-01,商品房,2014-02-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200526CGooZ
214.0,14160,青山 青山 三至四环,青教花园二期,4室2厅1厨2卫,中楼层 (共8层),151.14㎡,错层,暂无数据,塔楼,南,混合结构,简装,暂无数据,无,暂无数据,2020-05-10,商品房,2005-03-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200513eE7ZU
210.0,19272,青山 青山 ,八大家花园42街坊,3室1厅1厨1卫,高楼层 (共33层),108.97㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯五户,有,暂无数据,2023-07-27,限价商品房,2019-11-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230728RMpwy
200.0,21832,青山 青山 二至三环,奥山澜橼,3室2厅1厨1卫,低楼层 (共32层),91.61㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2022-11-11,商品房,2019-06-27,普通住宅,满两年,非共有,"
                                有抵押 136万元 中信银行 业主自还
                              ",已上传房本照片,20220707qNxk1
208.0,22395,青山 青山 二至三环,奥山澜橼,3室2厅1厨1卫,高楼层 (共32层),92.88㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-10-09,商品房,2017-10-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231011xdw03
190.0,21599,青山 青山 二至三环,大华滨江天地,2室2厅1厨1卫,中楼层 (共33层),87.97㎡,平层,67.77㎡,板塔结合,西南,钢混结构,其他,两梯五户,有,暂无数据,2023-04-23,商品房,2021-04-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230423EK2BM
218.0,24105,青山 青山 二至三环,大华铂金瑞府,2室2厅1厨1卫,低楼层 (共46层),90.44㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-06-23,商品房,2020-05-11,普通住宅,满两年,共有,"
                                有抵押 20万元 招商银行 业主自还
                              ",已上传房本照片,20230623WwaYe
230.0,24476,青山 青山 二至三环,奥山澜橼,2室2厅1厨1卫,高楼层 (共32层),93.97㎡,平层,暂无数据,板楼,西,钢混结构,其他,两梯四户,有,暂无数据,2023-08-16,商品房,2019-12-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230825uMlFM
235.0,26045,青山 青山 二至三环,奥山澜橼,2室2厅1厨1卫,高楼层 (共31层),90.23㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-07-22,商品房,2021-03-25,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20230723mMyKS
185.0,24343,青山 青山 二至三环,中建开元公馆,2室2厅1厨1卫,低楼层 (共34层),76㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,暂无数据,2022-05-16,商品房,2020-05-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220517ksXLQ
189.0,20857,青山 青山 三至四环,铁投江南御景,2室2厅1厨1卫,低楼层 (共29层),90.62㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-06-25,商品房,2021-08-13,普通住宅,满两年,非共有,"
                                有抵押 69万元 中国银行 客户偿还
                              ",已上传房本照片,20230626aVKFW
185.0,20671,青山 青山 ,青城国际,2室2厅1厨1卫,低楼层 (共31层),89.5㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2021-12-15,商品房,2017-12-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211215IShwH
275.0,20178,青山 青山 三至四环,铁投江南御景,3室2厅1厨1卫,中楼层 (共29层),136.29㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,两梯四户,有,暂无数据,2019-06-25,商品房,2019-07-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202004173DiXc
188.0,19253,青山 青山 二至三环,大华滨江天地,2室2厅1厨1卫,低楼层 (共34层),97.65㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯五户,有,暂无数据,2023-04-08,商品房,2016-10-25,普通住宅,满五年,共有,"
                                有抵押 10万元
                              ",已上传房本照片,20230408ICLy6
250.0,19596,青山 青山 ,青城国际,4室2厅1厨2卫,高楼层 (共31层),127.58㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-05-21,商品房,2021-09-22,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230520D5SOi
380.0,25211,青山 青山 二至三环,奥山澜橼,4室2厅1厨2卫,低楼层 (共33层),150.73㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,暂无数据,2022-02-25,商品房,2017-11-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220706bKfOd
185.0,16933,青山 青山 ,八大家花园42街坊,3室2厅1厨1卫,低楼层 (共34层),109.26㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2020-08-16,限价商品房,2018-07-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202008178JuD4
192.0,20084,青山 青山 二至三环,联泰外滩领馆,2室1厅1厨1卫,低楼层 (共33层),95.6㎡,平层,85㎡,板塔结合,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-04-08,商品房,2019-04-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202304157LIiT
300.0,22048,青山 青山 二至三环,联泰外滩领馆,3室2厅1厨2卫,高楼层 (共33层),136.07㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2019-12-24,商品房,2017-11-03,普通住宅,满五年,共有,"
                                有抵押 交通银行
                              ",已上传房本照片,20200920u83we
295.0,20081,青山 青山 ,青扬六和,3室1厅1厨2卫,中楼层 (共32层),146.91㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2020-05-18,商品房,2019-04-23,普通住宅,满两年,共有,"
                                有抵押 80万元 银行 金融公司垫资
                              ",已上传房本照片,20210510nsO8o
195.0,21701,青山 青山 ,奥山澜郡,2室1厅1厨1卫,低楼层 (共34层),89.86㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-10-22,商品房,2019-06-06,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20220806ETk3U
188.0,17255,青山 青山 ,洪福·美邻,3室2厅1厨1卫,高楼层 (共18层),108.96㎡,平层,87.05㎡,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-10-08,商品房,2015-02-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231008JmDls
210.0,24028,青山 青山 二至三环,招商一江璟城,2室1厅1厨1卫,低楼层 (共46层),87.4㎡,平层,64.26㎡,板楼,南,钢混结构,精装,六梯八户,有,暂无数据,2023-04-20,商品房,2021-01-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230420hQIBC
187.0,21399,青山 青山 二至三环,奥山世纪城V公馆,2室2厅1厨1卫,中楼层 (共30层),87.39㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,暂无数据,2023-09-15,商品房,2019-02-01,普通住宅,满两年,共有,"
                                有抵押 0.5万元 业主自还
                              ",已上传房本照片,202309270Fcbw
208.0,23212,青山 青山 二至三环,中建开元公馆,3室1厅1厨1卫,中楼层 (共34层),89.61㎡,平层,68.24㎡,板楼,南,钢混结构,精装,两梯五户,有,暂无数据,2021-07-19,商品房,2017-08-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210720TMori
185.0,19814,青山 青山 二至三环,大华铂金瑞府,2室2厅1厨1卫,中楼层 (共39层),93.37㎡,平层,70.79㎡,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-05-18,商品房,2019-10-08,普通住宅,满两年,共有,"
                                有抵押 150万元 湖北银行 客户偿还
                              ",已上传房本照片,20230223pTe4W
215.0,23488,青山 青山 二至三环,大华滨江天地,2室2厅1厨1卫,低楼层 (共34层),91.54㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2021-12-31,商品房,2019-11-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201208w2vcn
270.0,20994,青山 青山 二至三环,招商一江璟城,3室2厅1厨2卫,高楼层 (共41层),128.61㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,暂无数据,2022-12-20,商品房,2019-10-25,普通住宅,满两年,非共有,"
                                有抵押 170万元
                              ",已上传房本照片,202210285JT6N
200.0,22543,青山 青山 二至三环,江南春城,2室2厅1厨1卫,高楼层 (共22层),88.72㎡,平层,70.01㎡,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-04-25,商品房,2012-11-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210524kbN8v
185.0,23125,青山 青山 二至三环,奥山世纪城V公馆,2室1厅1厨1卫,中楼层 (共33层),80㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,暂无数据,2023-10-03,商品房,2018-04-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231006Cb5FC
190.0,21170,青山 青山 二至三环,大华铂金瑞府,2室2厅1厨1卫,中楼层 (共33层),89.75㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2022-05-27,商品房,2019-05-24,普通住宅,满两年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,20211011ZUsGL
228.5,20739,青山 青山 二至三环,大华滨江天地,3室1厅1厨1卫,高楼层 (共34层),110.18㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-07-01,商品房,2018-10-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210625kd4Ci
204.0,22599,青山 青山 二至三环,大华铂金瑞府,2室1厅1厨1卫,低楼层 (共45层),90.27㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯六户,有,暂无数据,2022-07-21,商品房,2019-01-29,普通住宅,满两年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,20220317wyH2c
350.0,18799,青山 青山 二至三环,大华滨江天地,5室2厅1厨2卫,高楼层 (共33层),186.19㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-05-03,商品房,2017-01-17,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,20200505xM1Xw
237.0,18500,青山 青山 二至三环,恒大御府,3室2厅1厨2卫,中楼层 (共46层),128.11㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-08-10,商品房,2021-08-11,普通住宅,满两年,非共有,"
                                有抵押 180万元 中信
                              ",已上传房本照片,20211108d4MLy
238.0,25733,青山 青山 二至三环,大华铂金瑞府,2室1厅1厨1卫,低楼层 (共45层),92.49㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,三梯六户,有,暂无数据,2022-01-11,商品房,2020-09-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200729mHpkD
230.0,18089,青山 青山 二至三环,恒大御府,3室1厅1厨3卫,高楼层 (共46层),127.15㎡,平层,127.15㎡,板塔结合,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-09-11,商品房,2021-07-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202309122cVPS
230.0,25480,青山 青山 二至三环,大华铂金瑞府,2室2厅1厨1卫,高楼层 (共45层),90.27㎡,平层,78㎡,板塔结合,东南,钢混结构,精装,三梯六户,有,暂无数据,2022-05-11,商品房,2021-05-11,普通住宅,满两年,非共有,"
                                有抵押 120万元 协商还
                              ",已上传房本照片,20220512AxEkf
190.0,19887,青山 青山 二至三环,联泰外滩领馆,2室2厅1厨1卫,低楼层 (共32层),95.54㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-08-24,商品房,2020-07-27,普通住宅,满两年,非共有,"
                                有抵押 74万元
                              ",已上传房本照片,20230826sdfNl
243.0,23937,青山 青山 二至三环,中冶39大街,3室2厅1厨1卫,中楼层 (共43层),101.52㎡,平层,77.81㎡,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-03-18,商品房,2022-03-30,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230321HVvZy
264.0,20609,青山 青山 二至三环,招商一江璟城,3室2厅1厨2卫,中楼层 (共46层),128.1㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2022-12-17,商品房,2022-01-13,普通住宅,满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,2022122084pbh
270.0,23722,青山 青山 二至三环,大华锦绣时代,3室2厅1厨2卫,低楼层 (共46层),113.82㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,六梯六户,有,暂无数据,2023-07-01,商品房,2023-07-01,普通住宅,未满两年,共有,"
                                有抵押 150万元
                              ",已上传房本照片,20230909Fown7	
249.0,25984,青山 青山 ,大华锦绣前城,3室2厅1厨1卫,高楼层 (共16层),95.83㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-08-12,商品房,2023-07-01,普通住宅,未满两年,非共有,"
                                有抵押 121万元 客户偿还
                              ",已上传房本照片,202308121Vt0M
260.0,20849,青山 青山 二至三环,中冶39大街,3室2厅1厨2卫,高楼层 (共45层),124.71㎡,平层,94.56㎡,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2022-11-22,商品房,2022-12-01,普通住宅,未满两年,非共有,"
                                有抵押 150万元 中国 客户偿还
                              ",已上传房本照片,20230224F041a
320.0,23814,青山 青山 三至四环,铁投江南御景,3室2厅1厨2卫,低楼层 (共32层),134.38㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2021-12-03,商品房,2021-12-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211006rJcNk
195.0,20512,青山 青山 ,融创临江府,3室2厅1厨1卫,中楼层 (共31层),95.07㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-08-26,商品房,2023-09-01,普通住宅,未满两年,非共有,"
                                有抵押 90万元 招商银行
                              ",已上传房本照片,202309016QYFk
259.0,19971,青山 青山 二至三环,招商一江璟城,3室2厅1厨2卫,中楼层 (共41层),129.69㎡,平层,96.82㎡,板塔结合,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-10-02,商品房,2023-03-06,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231003FaCuZ
210.0,19825,青山 青山 ,御江壹品青山樽,3室2厅1厨1卫,高楼层 (共41层),105.93㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,三梯三户,有,暂无数据,2023-07-20,商品房,2023-07-24,普通住宅,未满两年,共有,"
                                有抵押 126万元 浦发银行 客户偿还
                              ",已上传房本照片,202309078QPOm
330.0,23645,青山 青山 ,华侨城红坊,3室2厅1厨2卫,高楼层 (共52层),139.57㎡,平层,暂无数据,板楼,南,钢混结构,其他,四梯四户,有,暂无数据,2023-03-22,商品房,2023-03-31,普通住宅,未满两年,非共有,"
                                有抵押 230万元 交通银行 客户偿还
                              ",已上传房本照片,20230415O7dYg
365.0,19390,青山 青山 二至三环,招商一江璟城,4室2厅1厨2卫,高楼层 (共33层),188.25㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-02-13,商品房,2022-03-25,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230214wGxGk
280.0,20105,青山 青山 二至三环,招商一江璟城,4室2厅1厨2卫,中楼层 (共23层),139.27㎡,平层,109.73㎡,板楼,南,框架结构,毛坯,四梯五户,有,暂无数据,2022-07-04,商品房,2020-07-02,普通住宅,满两年,共有,"
                                有抵押 80万元
                              ",已上传房本照片,20220715xS0pR
258.0,20030,青山 青山 ,御江壹品青山樽,3室1厅1厨2卫,低楼层 (共32层),128.81㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-02-25,商品房,2022-05-11,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220420i0MgC
300.0,21622,青山 青山 二至三环,大华锦绣时代,4室2厅1厨2卫,低楼层 (共55层),138.75㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-09-27,商品房,2023-01-01,普通住宅,未满两年,共有,"
                                有抵押 100 业主自还
                              ",已上传房本照片,20230927ahhbY
195.0,16512,青山 青山 二至三环,印力中心,3室2厅1厨2卫,中楼层 (共36层),118.1㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-08-02,商品房,2019-10-17,普通住宅,满两年,共有,"
                                有抵押 40万元 湖北银行 业主自还
                              ",已上传房本照片,	20230802ClBk5
272.0,22057,青山 青山 二至三环,大华锦绣时代,3室1厅1厨2卫,中楼层 (共56层),123.32㎡,平层,暂无数据,板楼,东南 北,钢混结构,其他,四梯四户,有,暂无数据,2023-10-13,商品房,2022-09-13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220915DrYuc
196.0,20722,青山 青山 二至三环,奥园滨江国际,3室2厅1厨1卫,中楼层 (共37层),94.59㎡,平层,暂无数据,板楼,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-08-19,商品房,2023-09-02,普通住宅,未满两年,共有,"
                                有抵押 90万元
                              ",已上传房本照片,20231108OgIF8
258.0,21638,青山 青山 ,融创临江府,3室2厅1厨2卫,高楼层 (共33层),119.24㎡,平层,94.23㎡,板楼,南 北,框架结构,其他,两梯四户,有,暂无数据,2023-09-14,商品房,2023-09-25,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231021fo8Dn
205.0,16966,青山 青山 二至三环,印力中心,3室2厅1厨2卫,高楼层 (共37层),120.83㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2022-10-20,商品房,2022-07-14,普通住宅,未满两年,共有,"
                                有抵押 50万元 汉口银行 客户偿还
                              ",已上传房本照片,20221020pOVpt
186.0,19716,青山 青山 二至三环,奥园滨江国际,3室2厅1厨1卫,中楼层 (共36层),94.34㎡,平层,80㎡,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,2023-10-12,商品房,2023-10-12,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231012Bgf77
